record_id,manual_id,section_id,section_number,section_title,section_type,change_type,original_text,revised_text,issue_tags,reviewer_summary,label
REV-HRM403-018,HRM-4.03,HRM403-SEC-4.0,4.1,Scholarship and Research Assistance Grants,Procedure,modified,"Faculty or Staff completes the Application for Scholarship Form. The College Dean or VPAS recommends the application when the applicant meets conditions including item position, age requirement, Very Satisfactory performance, FSDP Plan schedule, and Certificate of Acceptance. The FSDP Committee recommends approval, disapproval, or deferment through an FSDP Resolution. The University President signs the resolution and endorses the application to the Board of Regents. The Board of Regents approves the application.","1. Faculty or Staff shall complete the Application for Scholarship Form. 2. The College Dean or VPAS shall evaluate and recommend the application only when the applicant meets the applicable item-position, performance, FSDP Plan, and Certificate of Acceptance requirements. 3. The FSDP Committee shall issue an FSDP Resolution recommending approval, disapproval, or deferment. 4. The University President shall sign the resolution and endorse the application to the Board of Regents. 5. The Board of Regents shall approve or disapprove the application.",,"The revision retains the application, eligibility review, FSDP Resolution, Presidential endorsement, and Board of Regents decision sequence.",Appropriate
REV-HRM403-019,HRM-4.03,HRM403-SEC-4.1,,Scholarship and Research Assistance Grants,Procedure,reordered,"Faculty or Staff completes the Application for Scholarship Form. The College Dean or VPAS recommends the application when the applicant meets conditions including item position, age requirement, Very Satisfactory performance, FSDP Plan schedule, and Certificate of Acceptance. The FSDP Committee recommends approval, disapproval, or deferment through an FSDP Resolution. The University President signs the resolution and endorses the application to the Board of Regents. The Board of Regents approves the application.",1. The Board of Regents shall approve the scholarship application. 2. The Faculty or Staff shall complete the Application for Scholarship Form. 3. The University President shall endorse the application. 4. The FSDP Committee shall issue an FSDP Resolution. 5. The College Dean or VPAS shall check eligibility.,illogical_sequence|missing_approval_step|missing_record_or_evidence,"The revision places Board approval before application submission, eligibility review, FSDP Committee resolution, and Presidential endorsement.",Needs Revision
REV-HRM403-020,HRM-4.03,HRM403-SEC-4.0,4.1,Scholarship and Research Assistance Grants,Procedure,removed,"Faculty or Staff completes the Application for Scholarship Form. The College Dean or VPAS recommends the application when the applicant meets conditions including item position, age requirement, Very Satisfactory performance, FSDP Plan schedule, and Certificate of Acceptance. The FSDP Committee recommends approval, disapproval, or deferment through an FSDP Resolution. The University President signs the resolution and endorses the application to the Board of Regents. The Board of Regents approves the application.",The University President approves scholarship applications.,missing_responsibility|missing_approval_step|missing_record_or_evidence|insufficient_detail,"The revision removes the applicant form, eligibility conditions, College Dean or VPAS recommendation, FSDP Committee resolution, and Board of Regents approval.",Needs Revision
REV-HRM403-021,HRM-4.03,HRM403-SEC-4.0,4.2,Continuing Education Scholarship Monitoring,Procedure,modified,"Faculty or Staff with approved scholarship accomplishes the Scholar Personal Information Form and submits a Program of Study and re-entry plan. The FSDP Committee issues a Notice of Scholarship Award. The Board and University Secretary prepares the scholarship contract. The Scholar submits a Scholarship Status Report every semester or term and, at the end of the scholarship contract, submits the Transcript of Record, Diploma, Revised Re-entry Plan, hard-bound thesis or dissertation, and Scholarship Status Report.","1. A Faculty or Staff member with approved scholarship shall complete the Scholar Personal Information Form and submit the Program of Study and re-entry plan within the approved scholarship period. 2. The FSDP Committee shall issue the Notice of Scholarship Award. 3. The Board and University Secretary shall prepare the scholarship contract. 4. The Scholar shall submit a Scholarship Status Report at the end of each semester or term. 5. At the end of the scholarship contract, the Scholar shall submit the required Transcript of Record, Diploma, Revised Re-entry Plan, thesis or dissertation copy when applicable, and final Scholarship Status Report.",,"The revision retains the approved-scholar documentation, award notice, contract, periodic status report, and end-of-scholarship documentary requirements.",Appropriate
REV-HRM403-022,HRM-4.03,HRM403-SEC-4.2,,Continuing Education Scholarship Monitoring,Procedure,modified,"Faculty or Staff with approved scholarship accomplishes the Scholar Personal Information Form and submits a Program of Study and re-entry plan. The FSDP Committee issues a Notice of Scholarship Award. The Board and University Secretary prepares the scholarship contract. The Scholar submits a Scholarship Status Report every semester or term and, at the end of the scholarship contract, submits the Transcript of Record, Diploma, Revised Re-entry Plan, hard-bound thesis or dissertation, and Scholarship Status Report.",Scholars shall submit documents after finishing their studies.,ambiguous_language|missing_record_or_evidence|missing_traceability|insufficient_detail,"The revision removes the Scholar Personal Information Form, Program of Study, re-entry plan, Notice of Scholarship Award, scholarship contract, periodic monitoring report, and specified end-of-scholarship documents.",Needs Revision
REV-HRM403-023,HRM-4.03,HRM403-SEC-4.0,4.2,Continuing Education Seminar and Training,Procedure,modified,"The College Dean determines faculty who need seminar or training and recommends them in writing to the VPAS. The VPAS recommends approval to the University President. The University President approves and issues a travel order. Faculty or Staff attends the seminar or training and submits a narrative report, Certificate of Appearance, original boarding pass, and transportation receipts for attachment to the Liquidation Report.","1. The College Dean shall identify faculty members whose development needs require seminar or training participation and submit a written recommendation to the VPAS. 2. The VPAS shall recommend approval to the University President. 3. The University President shall approve participation and issue the required travel order. 4. The Faculty or Staff member shall attend the approved activity and submit a narrative report, Certificate of Appearance, and applicable travel and transportation evidence for attachment to the Liquidation Report.",,"The revision retains the development-need identification, written recommendation, approval, travel order, attendance, narrative report, and supporting-evidence requirements.",Appropriate
REV-HRM403-024,HRM-4.03,HRM403-SEC-4.2,,Continuing Education Seminar and Training,Procedure,reordered,"The College Dean determines faculty who need seminar or training and recommends them in writing to the VPAS. The VPAS recommends approval to the University President. The University President approves and issues a travel order. Faculty or Staff attends the seminar or training and submits a narrative report, Certificate of Appearance, original boarding pass, and transportation receipts for attachment to the Liquidation Report.",1. Faculty or Staff shall attend the seminar or training. 2. The University President shall issue a travel order. 3. The College Dean shall recommend faculty to the VPAS. 4. The VPAS shall recommend approval.,illogical_sequence|missing_approval_step|missing_record_or_evidence,The revision requires attendance before the College Dean and VPAS recommendations and before the University President approves and issues the travel order. It also omits post-activity reports and receipts.,Needs Revision
REV-HRM403-025,HRM-4.03,HRM403-SEC-5.0,5.1-5.3,List of Forms,Policy,modified,5.1 FORM SLRD 2016 KRA 4.3b for relevant training hours or conferences attended by faculty and staff in the last three years. 5.2 Five year Development Plan. 5.3 Scholarship Contract.,"The following controlled forms shall be used, as applicable, for learning and development activities: 5.1 FORM SLRD 2016 KRA 4.3b for relevant training hours or conferences attended by faculty and staff in the last three years; 5.2 Five year Development Plan; and 5.3 Scholarship Contract. Responsible personnel shall use current approved versions and retain completed forms with the related learning and development records.",,The revision retains the forms list and adds appropriate controls for current approved versions and retention of related records.,Appropriate
REV-HRM403-026,HRM-4.03,HRM403-SEC-5.0,5.1-5.3,List of Forms,Policy,removed,5.1 FORM SLRD 2016 KRA 4.3b for relevant training hours or conferences attended by faculty and staff in the last three years. 5.2 Five year Development Plan. 5.3 Scholarship Contract.,Use forms for staff development when needed.,ambiguous_language|missing_record_or_evidence|missing_traceability|insufficient_detail,"The revision does not identify the required training-hours form, Five year Development Plan, or Scholarship Contract, nor does it indicate how these records are controlled.",Needs Revision
REV-HRM404-001,HRM-4.04,HRM404-SEC-1.0,1.1-1.5,Objectives,Working Instruction,modified,"The rewards and recognition system aims to identify, select, reward, and provide incentives to deserving employees; identify outstanding accomplishments and best practices; recognize accomplishments and innovations; motivate employees who contribute ideas and superior accomplishments; and reward employees individually or in groups for innovative ideas, exemplary behavior, public-interest service, and efforts that improve government operations and productivity.","The rewards and recognition system aims to establish a transparent mechanism for identifying, selecting, and rewarding deserving employees and groups; recognize outstanding accomplishments, best practices, innovations, exemplary behavior, and public-interest service; and provide incentives that encourage creativity, integrity, efficiency, economy, and organizational productivity.",,"The revision retains the main recognition and incentive objectives while organizing the employee, group, innovation, integrity, efficiency, and productivity outcomes clearly.",Appropriate
REV-HRM404-002,HRM-4.04,HRM404-SEC-1.0,1.6,Objectives,Working Instruction,added,"The rewards and recognition system aims to identify, select, reward, and provide incentives to deserving employees; identify outstanding accomplishments and best practices; recognize accomplishments and innovations; motivate employees who contribute ideas and superior accomplishments; and reward employees individually or in groups for innovative ideas, exemplary behavior, public-interest service, and efforts that improve government operations and productivity.","The rewards and recognition system aims to identify, select, reward, and provide incentives to deserving employees; identify outstanding accomplishments and best practices; recognize accomplishments and innovations; motivate employees who contribute ideas and superior accomplishments; and reward employees individually or in groups for innovative ideas, exemplary behavior, public-interest service, and efforts that improve government operations and productivity. 1.6 To maintain documented and traceable nominations, evaluations, award decisions, and incentive releases.",,The added objective is relevant to the existing rewards process and supports accountability through traceable nomination and award records.,Appropriate
REV-HRM404-003,HRM-4.04,HRM404-SEC-1.0,1.1-1.5,Objectives,Working Instruction,removed,"The rewards and recognition system aims to identify, select, reward, and provide incentives to deserving employees; identify outstanding accomplishments and best practices; recognize accomplishments and innovations; motivate employees who contribute ideas and superior accomplishments; and reward employees individually or in groups for innovative ideas, exemplary behavior, public-interest service, and efforts that improve government operations and productivity.",The University shall give awards to employees.,ambiguous_language|insufficient_detail|unclear_scope,"The revision removes the selection mechanism, incentives, recognition criteria, individual and group coverage, innovation, public-interest service, and productivity objectives.",Needs Revision
REV-HRM404-004,HRM-4.04,HRM404-SEC-2.0,2.1,Scope,Policy,modified,This procedure shall apply to all employees in the career and non-career service of the Agency.,"This procedure applies to career and non-career employees of the University who may be nominated, evaluated, recognized, or granted incentives under the rewards and recognition program.",,The revision retains the career and non-career employee coverage and clarifies the rewards and recognition activities covered by the procedure.,Appropriate
REV-HRM404-005,HRM-4.04,HRM404-SEC-2.0,2.1,Scope,Policy,modified,This procedure shall apply to all employees in the career and non-career service of the Agency.,This procedure applies to anyone who deserves an award.,ambiguous_language|unclear_scope|insufficient_detail,"The revision does not identify career and non-career employees, University coverage, or the basis and process for determining eligibility.",Needs Revision
REV-HRM404-006,HRM-4.04,HRM404-SEC-3.0,3.1,Policies,Responsibility,modified,Any records which may contain personal information shall be handled in accordance with Republic Act 10173 or the Data Privacy Act of 2012.,"Rewards and recognition records containing personal information shall be accessed, stored, disclosed, and retained only in accordance with applicable data-privacy requirements and authorized University procedures.",,The revision preserves the privacy requirement and clarifies how nomination and award records must be controlled.,Appropriate
REV-HRM404-007,HRM-4.04,HRM404-SEC-3.0,3.1,Policies,Responsibility,modified,Any records which may contain personal information shall be handled in accordance with Republic Act 10173 or the Data Privacy Act of 2012.,Award nominees and their records may be shared with any interested person.,possible_contradiction|missing_approval_step|missing_traceability|insufficient_detail,"The revision removes data-privacy safeguards and does not define authorized access, lawful purpose, or controls for disclosing nominee information.",Needs Revision
REV-HRM404-008,HRM-4.04,HRM404-SEC-3.0,3.2,Policies,Responsibility,modified,"The system of rewards and recognition shall encourage creativity, innovativeness, efficiency, integrity, and productivity in public service by recognizing and rewarding officials and employees individually or in groups for suggestions, inventions, superior accomplishments, personal efforts that improve government operations, and extraordinary acts or services in the public interest.","The rewards and recognition system shall encourage creativity, innovation, efficiency, integrity, and productivity in public service by recognizing eligible officials and employees individually or in groups for documented suggestions, inventions, superior accomplishments, extraordinary public-interest service, and efforts that improve government operations.",,The revision retains the recognized behaviors and outcomes while adding a clear evidence-based basis for recognition.,Appropriate
REV-HRM404-009,HRM-4.04,HRM404-SEC-3.0,3.2,Policies,Responsibility,removed,"The system of rewards and recognition shall encourage creativity, innovativeness, efficiency, integrity, and productivity in public service by recognizing and rewarding officials and employees individually or in groups for suggestions, inventions, superior accomplishments, personal efforts that improve government operations, and extraordinary acts or services in the public interest.",Awards may be given to employees chosen by management.,ambiguous_language|missing_responsibility|missing_traceability|insufficient_detail,"The revision removes the performance and behavior basis for awards and provides no transparent criteria, evidence, or process for identifying eligible employees or groups.",Needs Revision
REV-HRM404-010,HRM-4.04,HRM404-SEC-3.0,3.3,Policies,Responsibility,modified,"The Program on Awards and Incentives for Service Excellence shall provide incentives and awards based on performance, innovative ideas, and exemplary behavior.","The Program on Awards and Incentives for Service Excellence shall grant awards and incentives on the basis of documented performance, innovative ideas, and exemplary behavior evaluated under the approved rewards and recognition process.",,The revision preserves the PRAISE criteria and clarifies that award decisions are supported by documented evaluation.,Appropriate
REV-HRM404-011,HRM-4.04,HRM404-SEC-3.0,3.3,Policies,Responsibility,modified,"The Program on Awards and Incentives for Service Excellence shall provide incentives and awards based on performance, innovative ideas, and exemplary behavior.",PRAISE awards shall be based on popularity among employees.,possible_contradiction|missing_traceability|insufficient_detail,"The revision replaces the stated performance, innovative-idea, and exemplary-behavior criteria with an unsupported and undefined popularity basis.",Needs Revision
REV-HRM404-012,HRM-4.04,HRM404-SEC-3.0,3.4,Policies,Responsibility,reordered,"The PRAISE shall provide monetary and non-monetary awards and incentives to recognize, acknowledge, and reward productive, creative, innovative, and ethical behavior of employees through formal and informal modes.","Through formal and informal modes, PRAISE shall provide monetary and non-monetary awards and incentives to recognize productive, creative, innovative, and ethical employee behavior.",,"The revision changes the sentence order but retains the award types, recognition purpose, behavior criteria, and formal or informal modes.",Appropriate
REV-HRM404-013,HRM-4.04,HRM404-SEC-3.0,3.4,Policies,Responsibility,removed,"The PRAISE shall provide monetary and non-monetary awards and incentives to recognize, acknowledge, and reward productive, creative, innovative, and ethical behavior of employees through formal and informal modes.",PRAISE may give prizes to employees.,ambiguous_language|insufficient_detail|missing_traceability,"The revision removes the monetary and non-monetary incentive categories, productive and ethical behavior criteria, and formal or informal modes of recognition.",Needs Revision
REV-HRM404-014,HRM-4.04,HRM404-SEC-3.0,3.5,Policies,Responsibility,modified,A portion of the Human Resource Office funds shall be allocated for PRAISE and incorporated in the LNU Annual Work and Financial Plan and Budget.,A planned portion of Human Resource Office funds shall be allocated for PRAISE and incorporated in the LNU Annual Work and Financial Plan and Budget in accordance with applicable budget procedures.,,The revision retains PRAISE funding allocation and incorporation into the Annual Work and Financial Plan and Budget while clarifying budget-procedure compliance.,Appropriate
REV-HRM404-015,HRM-4.04,HRM404-SEC-3.5,,Policies,Responsibility,removed,A portion of the Human Resource Office funds shall be allocated for PRAISE and incorporated in the LNU Annual Work and Financial Plan and Budget.,Awards may be funded if money is available.,ambiguous_language|missing_traceability|insufficient_detail,The revision removes the requirement to plan PRAISE funding and incorporate it in the University Annual Work and Financial Plan and Budget.,Needs Revision
REV-HRM404-016,HRM-4.04,HRM404-SEC-4.0,4.1,Selection of Awardees,Responsibility,modified,"The University President oversees system operation. The PRAISE Committee establishes internal rewards and recognition procedures and strategies. The Search Committee or Director HRM searches, screens, and collects a list of deserving employees from each office. The Performance Management Team identifies potential PRAISE nominees from the collected list. The PRAISE Committee determines top performers who qualify for awards and incentives. The University President rewards deserving employees.","1. The University President shall oversee the rewards and recognition system. 2. The PRAISE Committee shall establish internal procedures and strategies for awards and recognition. 3. The Search Committee or Director HRM shall collect, screen, and document nominations from offices for employees who meet the approved criteria. 4. The Performance Management Team shall identify potential PRAISE nominees from the validated nomination list. 5. The PRAISE Committee shall evaluate nominees and determine qualified top performers for awards and incentives. 6. The University President shall approve or confer the appropriate awards and incentives to deserving employees.",,"The revision retains the President, PRAISE Committee, Search Committee or Director HRM, and PMT responsibilities while clarifying nomination validation and award determination.",Appropriate
REV-HRM404-017,HRM-4.04,HRM404-SEC-4.1,,Selection of Awardees,Responsibility,reordered,"The University President oversees system operation. The PRAISE Committee establishes internal rewards and recognition procedures and strategies. The Search Committee or Director HRM searches, screens, and collects a list of deserving employees from each office. The Performance Management Team identifies potential PRAISE nominees from the collected list. The PRAISE Committee determines top performers who qualify for awards and incentives. The University President rewards deserving employees.",1. The University President shall reward the employee. 2. The PRAISE Committee shall determine top performers. 3. The Performance Management Team shall identify nominees. 4. The Search Committee shall collect nominations. 5. The PRAISE Committee shall establish procedures.,illogical_sequence|missing_approval_step|missing_record_or_evidence,"The revision awards employees before procedures are established, nominations are collected and screened, nominees are identified, and top performers are determined.",Needs Revision
REV-HRM404-018,HRM-4.04,HRM404-SEC-4.1,,Selection of Awardees,Responsibility,removed,"The University President oversees system operation. The PRAISE Committee establishes internal rewards and recognition procedures and strategies. The Search Committee or Director HRM searches, screens, and collects a list of deserving employees from each office. The Performance Management Team identifies potential PRAISE nominees from the collected list. The PRAISE Committee determines top performers who qualify for awards and incentives. The University President rewards deserving employees.",The President shall select and reward employees.,missing_responsibility|missing_record_or_evidence|missing_traceability|insufficient_detail,"The revision removes PRAISE Committee procedures, office-level nomination collection, Search Committee or Director HRM screening, PMT identification of nominees, and the documented basis for determining qualified awardees.",Needs Revision
REV-HRM404-019,HRM-4.04,HRM404-SEC-4.0,4.1,Selection of Awardees,Responsibility,added,"The University President oversees system operation. The PRAISE Committee establishes internal rewards and recognition procedures and strategies. The Search Committee or Director HRM searches, screens, and collects a list of deserving employees from each office. The Performance Management Team identifies potential PRAISE nominees from the collected list. The PRAISE Committee determines top performers who qualify for awards and incentives. The University President rewards deserving employees.","The University President oversees system operation. The PRAISE Committee establishes internal rewards and recognition procedures and strategies. The Search Committee or Director HRM searches, screens, and collects a list of deserving employees from each office. The Performance Management Team identifies potential PRAISE nominees from the collected list. The PRAISE Committee determines top performers who qualify for awards and incentives. The University President rewards deserving employees. The PRAISE Committee shall retain nomination records, evaluation results, committee determinations, and award decisions according to the applicable records-control procedure.",,"The added requirement supports traceability and accountability of nominations, evaluations, award determinations, and final recognition decisions.",Appropriate
REV-HRM404-020,HRM-4.04,HRM404-SEC-4.0,4.1,Selection of Awardees,Responsibility,modified,"The University President oversees system operation. The PRAISE Committee establishes internal rewards and recognition procedures and strategies. The Search Committee or Director HRM searches, screens, and collects a list of deserving employees from each office. The Performance Management Team identifies potential PRAISE nominees from the collected list. The PRAISE Committee determines top performers who qualify for awards and incentives. The University President rewards deserving employees.",Employees may nominate themselves and receive awards after submitting a request.,missing_responsibility|missing_approval_step|missing_record_or_evidence|insufficient_detail,"The revision removes the established system oversight, committee procedures, screening, PMT nomination process, PRAISE Committee determination, and President's award role.",Needs Revision
REV-HRM404-021,HRM-4.04,HRM404-SEC-4.0,4.1,Selection of Awardees,Responsibility,modified,"The University President oversees system operation. The PRAISE Committee establishes internal rewards and recognition procedures and strategies. The Search Committee or Director HRM searches, screens, and collects a list of deserving employees from each office. The Performance Management Team identifies potential PRAISE nominees from the collected list. The PRAISE Committee determines top performers who qualify for awards and incentives. The University President rewards deserving employees.","The Search Committee or Director HRM shall collect nominations from offices, document the screening outcome, and forward qualified nominations to the Performance Management Team. The PMT shall identify potential nominees for each award category. The PRAISE Committee shall determine qualified top performers under approved criteria, and the University President shall confer the award or incentive.",,"The revision retains the nomination, screening, PMT, PRAISE Committee, and President sequence while expressing the process in concise and logical order.",Appropriate
REV-HRM404-022,HRM-4.04,HRM404-SEC-5.0,5.1,List of Forms,Responsibility,added,5.1 None.,"5.1 No prescribed form is required for this procedure. The PRAISE Committee shall maintain approved nomination, evaluation, and award-decision records using the format authorized by the Committee and the applicable records-control procedure.",,The revision respects the manual's statement that there is no prescribed form while clarifying that essential nomination and award records still need to be controlled.,Appropriate
REV-HRM404-023,HRM-4.04,HRM404-SEC-5.0,5.1,List of Forms,Responsibility,modified,5.1 None.,No documents are needed for rewards and recognition.,missing_record_or_evidence|missing_traceability|possible_contradiction,"The revision incorrectly removes the need for nomination, screening, evaluation, and award-decision records even though the procedure requires multiple review and determination activities.",Needs Revision
REV-HRM404-024,HRM-4.04,HRM404-SEC-3.0,3.2-3.4,Policies,Responsibility,added,"The rewards and recognition system encourages creativity, innovativeness, efficiency, integrity, and productivity by recognizing employees and groups for suggestions, inventions, superior accomplishments, public-interest service, and other personal efforts. PRAISE awards are based on performance, innovative ideas, and exemplary behavior and may be monetary or non-monetary through formal or informal modes.","The rewards and recognition system encourages creativity, innovativeness, efficiency, integrity, and productivity by recognizing employees and groups for suggestions, inventions, superior accomplishments, public-interest service, and other personal efforts. PRAISE awards are based on performance, innovative ideas, and exemplary behavior and may be monetary or non-monetary through formal or informal modes. Award criteria, evaluation results, and the corresponding recommendation shall be documented before the final award decision.",,The added documentation requirement supports transparent and evidence-based application of the existing PRAISE criteria.,Appropriate
REV-HRM404-025,HRM-4.04,HRM404-SEC-3.0,3.2-3.4,Policies,Responsibility,modified,"The rewards and recognition system encourages creativity, innovativeness, efficiency, integrity, and productivity by recognizing employees and groups for suggestions, inventions, superior accomplishments, public-interest service, and other personal efforts. PRAISE awards are based on performance, innovative ideas, and exemplary behavior and may be monetary or non-monetary through formal or informal modes.",Awards shall be distributed equally to all employees each year.,possible_contradiction|missing_responsibility|missing_traceability|insufficient_detail,"The revision removes the performance, innovation, exemplary-behavior, and public-service basis for awards and replaces them with an equal-distribution approach that is not supported by the stated PRAISE criteria.",Needs Revision
REV-SDM301-001,SDM-3.01,SDM301-SEC-1.0,1.1-1.3,Objectives,Working Instruction,modified,1.1 To provide guidelines and procedures in the observance of the laws of the land and the rules and regulations of the University. 1.2 To ensure student discipline. 1.3 To protect the University community.,"1.1 To provide clear and documented procedures for observance of applicable laws and University rules and regulations. 1.2 To support fair, consistent, and accountable student-discipline processes. 1.3 To protect the safety and welfare of the University community.",,"The revision preserves the objectives while clarifying that the procedures should be documented, fair, consistent, and accountable.",Appropriate
REV-SDM301-002,SDM-3.01,SDM301-SEC-1.0,1.4,Objectives,Working Instruction,added,1.1 To provide guidelines and procedures in the observance of the laws of the land and the rules and regulations of the University. 1.2 To ensure student discipline. 1.3 To protect the University community.,"1.1 To provide guidelines and procedures in the observance of the laws of the land and the rules and regulations of the University. 1.2 To ensure student discipline. 1.3 To protect the University community. 1.4 To maintain traceable records of disciplinary reports, reviews, decisions, and authorized appeals.",,The added objective is relevant to the documented and accountable administration of the student-discipline procedure.,Appropriate
REV-SDM301-003,SDM-3.01,SDM301-SEC-1.0,1.1-1.3,Objectives,Working Instruction,removed,1.1 To provide guidelines and procedures in the observance of the laws of the land and the rules and regulations of the University. 1.2 To ensure student discipline. 1.3 To protect the University community.,1.1 To manage student behavior.,ambiguous_language|insufficient_detail|unclear_scope,"The revision removes the objectives concerning laws, University rules, procedural guidance, discipline, and protection of the University community.",Needs Revision
REV-SDM301-004,SDM-3.01,SDM301-SEC-2.0,2,Scope,Working Instruction,modified,This procedure applies to all bona fide students of the University.,"This procedure applies to documented student-discipline reports, referrals, reviews, investigations, decisions, and appeal processes involving bona fide students of the University.",,The revision retains the intended student coverage and clarifies the procedural activities governed by the manual.,Appropriate
REV-SDM301-005,SDM-3.01,SDM301-SEC-2.0,2,Scope,Working Instruction,modified,This procedure applies to all bona fide students of the University.,This procedure applies to anyone connected with the University.,unclear_scope|insufficient_detail,The revision expands the scope without defining who is covered or how the procedure applies to non-student persons.,Needs Revision
REV-SDM301-006,SDM-3.01,SDM301-SEC-3.0,3,Classification of Offenses and Corresponding Sanctions,Policy,modified,"An offense is a violation of University rules and regulations. Offenses are classified as Light, Serious, and Very Serious with corresponding sanctions.","For purposes of this procedure, a reported violation of University rules or regulations shall be categorized under the applicable Light, Serious, or Very Serious process classification. The classification and corresponding procedural route shall be recorded and reviewed by authorized University personnel.",,The revision preserves the three-level structure while emphasizing documented classification and authorized procedural review rather than an automated or unsupported conclusion.,Appropriate
REV-SDM301-007,SDM-3.01,SDM301-SEC-3.0,3,Classification of Offenses and Corresponding Sanctions,Policy,modified,"An offense is a violation of University rules and regulations. Offenses are classified as Light, Serious, and Very Serious with corresponding sanctions.",Any reported behavior may be treated in the same manner.,ambiguous_language|missing_responsibility|missing_traceability|insufficient_detail,The revision removes the defined classification structure and does not identify how reports are assessed or recorded under the applicable procedure.,Needs Revision
REV-SDM301-008,SDM-3.01,SDM301-SEC-3.1-3.2,,Light Offenses and Documentation Process,Policy,modified,"Light offenses include violations of stated University rules such as ID, uniform, facility, authorized posting, and class-related requirements. The first occurrence results in documented reprimand; the second in eight hours of in-campus duty; and the third in sixteen hours of in-campus duty.","For the light-offense procedure, reported violations shall be documented using the applicable disciplinary records. The procedure shall retain the stated progressive sequence of documented reprimand and in-campus duty requirements, with the applicable occurrence recorded before subsequent action is considered.",,The revision retains the progressive documented process and focuses on record integrity rather than making an automated finding about a student.,Appropriate
REV-SDM301-009,SDM-3.01,SDM301-SEC-3.1-3.2,,Light Offenses and Documentation Process,Policy,removed,"Light offenses include violations of stated University rules such as ID, uniform, facility, authorized posting, and class-related requirements. The first occurrence results in documented reprimand; the second in eight hours of in-campus duty; and the third in sixteen hours of in-campus duty.",Minor reports may be resolved informally by any staff member.,missing_record_or_evidence|missing_traceability|missing_responsibility|insufficient_detail,"The revision removes the documented progressive procedure, occurrence record, and defined process safeguards for handling reported light-offense matters.",Needs Revision
REV-SDM301-010,SDM-3.01,SDM301-SEC-3.3-3.4,,Serious Offenses and Documentation Process,Policy,reordered,Serious offenses include listed violations of University rules. The first occurrence has five school days suspension with counseling; the second has fifteen school days suspension with counseling; and the third has one semester suspension with counseling.,"For the serious-offense procedure, the stated progressive response sequence shall be applied only after the appropriate report, review, and formal process requirements are completed. Counseling and the corresponding occurrence record shall be documented throughout the process.",,"The revision retains the progressive serious-offense framework while clarifying that records, review, and procedural requirements must precede any outcome.",Appropriate
REV-SDM301-011,SDM-3.01,SDM301-SEC-3.3-3.4,,Serious Offenses and Documentation Process,Policy,modified,Serious offenses include listed violations of University rules. The first occurrence has five school days suspension with counseling; the second has fifteen school days suspension with counseling; and the third has one semester suspension with counseling.,Reports classified as serious may be acted on immediately without written documentation or review.,missing_record_or_evidence|missing_approval_step|missing_traceability|possible_contradiction,"The revision removes required documentation, review, and procedural safeguards and should not be used as a basis for any disciplinary action.",Needs Revision
REV-SDM301-012,SDM-3.01,SDM301-SEC-3.0,3.5-3.5.1,Very Serious Offenses and Formal Process,Policy,modified,"Very Serious Offenses are listed in the manual and state immediate exclusion from the University. The policy lists examples involving serious harm, prohibited conduct, document integrity, misuse of resources, and other conduct determined by the Student Disciplinary Committee.","Reports involving matters listed under the Very Serious Offense section shall be referred to the formal procedure for documented assessment, notice, response, investigation, decision, and applicable review. The final outcome shall remain subject to authorized human decision-making under the established process.",,The revision preserves the need for serious handling while explicitly retaining documented due-process steps and authorized human decision-making.,Appropriate
REV-SDM301-013,SDM-3.01,SDM301-SEC-3.5-3.5.1,,Very Serious Offenses and Formal Process,Policy,removed,"Very Serious Offenses are listed in the manual and state immediate exclusion from the University. The policy lists examples involving serious harm, prohibited conduct, document integrity, misuse of resources, and other conduct determined by the Student Disciplinary Committee.",Any report may result in exclusion after a complaint is received.,missing_approval_step|missing_record_or_evidence|missing_traceability|possible_contradiction,"The revision removes the distinction among report types, formal assessment, notice, response, investigation, committee review, and authorized final decision process.",Needs Revision
REV-SDM301-014,SDM-3.01,SDM301-SEC-3.0,3.6-3.7,Preliminary Hearing Committee,Policy,modified,"The Preliminary Hearing Committee assesses complaints involving serious or very serious matters to determine whether they warrant formal investigation. The PHC consists of the VPSD, SSC Adviser, Guidance Counselor, and SSC President.","The Preliminary Hearing Committee shall assess documented reports involving serious or very serious matters to determine whether formal investigation is warranted. The PHC shall consist of the VPSD, SSC Adviser, Guidance Counselor, and SSC President, and its assessment shall be recorded with the case file.",,The revision retains the PHC function and composition while adding appropriate documentation of the preliminary assessment.,Appropriate
REV-SDM301-015,SDM-3.01,SDM301-SEC-3.6-3.7,,Preliminary Hearing Committee,Policy,modified,"The Preliminary Hearing Committee assesses complaints involving serious or very serious matters to determine whether they warrant formal investigation. The PHC consists of the VPSD, SSC Adviser, Guidance Counselor, and SSC President.",The VPSD alone decides whether every report requires a formal investigation.,missing_responsibility|missing_traceability|missing_record_or_evidence|insufficient_detail,"The revision removes the Preliminary Hearing Committee composition, collective assessment role, and documented basis for deciding whether formal investigation is warranted.",Needs Revision
